,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
62,337.9,184.33,84.77,453.12,629.81,517.0,396.69,3.55,664.7,585.44,,914.74,50.43,2194.33,428.36,2240.31,413.45,,289.41
63,262.77,630.31,624.71,361.47,439.52,359.51,301.25,434.34,1070.95,426.54,,629.4,355.68,1401.29,274.7,2319.29,202.56,,608.17
64,192.18,321.34,528.62,566.03,959.92,569.84,212.94,340.66,947.6,361.45,,346.0,733.46,458.64,731.68,2443.57,311.52,,490.68
65,129.5,239.57,442.74,445.49,711.78,456.89,289.67,369.98,816.51,266.27,,494.3,533.41,944.78,555.69,513.2,459.08,,310.82
66,520.64,62.98,563.41,334.73,620.03,358.62,32.57,289.44,524.38,904.92,,407.68,452.49,827.85,2045.87,523.8,358.61,,951.0
67,325.53,223.2,345.33,154.67,306.25,273.0,245.03,209.94,425.35,919.13,,71.8,210.69,722.65,1974.99,440.95,256.61,,848.06
68,242.96,136.68,264.53,267.77,8.79,511.15,226.09,125.71,325.1,1096.08,,873.59,617.06,542.6,605.92,312.22,316.07,,672.32
69,600.33,247.72,387.16,525.26,775.54,357.81,692.08,233.93,1545.75,1100.06,,685.92,510.99,180.21,512.41,574.49,188.51,,678.23
70,391.51,421.66,303.22,436.41,607.47,407.64,589.56,165.03,1621.96,1292.32,,445.1,415.44,520.9,731.79,484.11,168.58,,579.45
71,90.37,342.53,652.66,432.86,1617.78,218.21,417.5,102.3,3197.27,736.57,,29.32,724.06,412.87,643.21,405.21,519.88,,474.53
72,12.77,325.51,420.15,362.73,1017.55,723.23,412.63,866.92,698.58,162.62,,432.45,509.42,151.67,437.8,269.67,431.04,,840.65
73,620.88,249.49,323.43,820.05,754.51,623.43,327.9,755.73,592.88,1274.45,,676.97,440.02,205.44,1550.53,725.8,269.35,,730.37
74,424.98,316.93,440.29,696.07,826.44,531.24,875.51,544.44,261.29,1048.18,,838.02,214.24,147.6,610.52,644.33,468.99,,623.22
75,183.36,246.09,49.39,588.25,714.93,555.46,486.07,358.62,292.87,448.51,,743.31,697.31,62.76,520.9,590.28,382.37,,537.18
